phrase_woodruff,verse_title,similarity_score,phrase_scripture,volume_title
my grand son the son of henry woodruff and emma manella woodruff i laid my,2 Samuel 19:4,0.6718488295526828,my son absalom o absalom my son my son!,Old Testament
