index_woodruff,index_scriptures,cosine_score,verse_title,volume_title,internal_id,parent_id,order,website_url,match_count,text_woodruff,text_scriptures,dates
155977,93005,0.70924,Doctrine and Covenants 107:79,Doctrine and Covenants,10937,5154.0,62,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/3d9fba17-aff8-4013-918b-6707ed283780,1,with the Presidency of the Stake and High Council and,And the Presidency of the council of the High Priesthood,1880-12-13|1880-12-14|1880-12-15|1880-12-16|1880-12-17|1880-12-18
156122,9785,0.73872,Numbers 27:23,Old Testament,10942,5154.0,387,https://wilfordwoodruffpapers.org/documents/85c6387a-1271-4407-861b-ec8819274453/page/b94de3ce-3871-4295-9721-4a5b82b2bd16,1,laid hands upon him and Blessed him W Woodruff was,"And he laid his hands upon him, and gave him",1884-08-13|1884-08-14|1884-08-15|1884-08-16|1884-08-17
156780,94362,0.75219,Doctrine and Covenants 127:12,Doctrine and Covenants,10966,5154.0,46,https://wilfordwoodruffpapers.org/documents/427b58ae-a851-466b-b24b-b08f6835a7c2/page/8a8f38b0-d106-44b7-a1d4-f81ccc348983,1,Church of Jesus Christ of Latter Day Saints and it,"Lord, prophet and seer of The Church of Jesus Christ of Latter-day Saints.",1880-10-08|1880-10-09
156780,94551,0.75127,Doctrine and Covenants 128:21,Doctrine and Covenants,10966,5154.0,46,https://wilfordwoodruffpapers.org/documents/427b58ae-a851-466b-b24b-b08f6835a7c2/page/8a8f38b0-d106-44b7-a1d4-f81ccc348983,1,Church of Jesus Christ of Latter Day Saints and it,tribulations of this Church of Jesus Christ of Latter-day Saints!,1880-10-08|1880-10-09
157149,26083,0.70036,2 Chronicles 12:5,Old Testament,10979,5154.0,67,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/efed2219-7214-41da-b542-b02b8e0c8949,1,26 day of Jan 1880 Thus saith the Lord unto,"of Shishak, and said unto them, Thus saith the Lord,",
157160,36522,0.76143,Isaiah 22:25,Old Testament,10979,5154.0,67,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/efed2219-7214-41da-b542-b02b8e0c8949,1,"the Earth shall be fulfilled, saith the Lord of Hosts.","In that day, saith the Lord of hosts, shall the",
157160,49076,0.7289,Malachi 3:17,Old Testament,10979,5154.0,67,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/efed2219-7214-41da-b542-b02b8e0c8949,1,"the Earth shall be fulfilled, saith the Lord of Hosts.","And they shall be mine, saith the Lord of hosts,",
157160,49090,0.70951,Malachi 4:3,Old Testament,10979,5154.0,67,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/efed2219-7214-41da-b542-b02b8e0c8949,1,"the Earth shall be fulfilled, saith the Lord of Hosts.","day that I shall do this, saith the Lord of hosts.",
157160,82934,0.7289,3 Nephi 24:17,Book of Mormon,10979,5154.0,67,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/efed2219-7214-41da-b542-b02b8e0c8949,1,"the Earth shall be fulfilled, saith the Lord of Hosts.","And they shall be mine, saith the Lord of Hosts,",
157160,82948,0.70951,3 Nephi 25:3,Book of Mormon,10979,5154.0,67,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/efed2219-7214-41da-b542-b02b8e0c8949,1,"the Earth shall be fulfilled, saith the Lord of Hosts.","day that I shall do this, saith the Lord of Hosts.",
157164,65240,0.72926,1 Nephi 22:16,Book of Mormon,10979,5154.0,67,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/efed2219-7214-41da-b542-b02b8e0c8949,1,when my wrath and indignation shall be poured out upon,wrath of God shall be poured out upon all the,
157164,96295,0.79876,Moses 7:1,Pearl of Great Price,10979,5154.0,67,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/efed2219-7214-41da-b542-b02b8e0c8949,1,when my wrath and indignation shall be poured out upon,indignation of the wrath of God to be poured out upon them.,
157169,92726,0.90201,Doctrine and Covenants 105:15,Doctrine and Covenants,10979,5154.0,67,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/efed2219-7214-41da-b542-b02b8e0c8949,1,"waste mine Enemies, and not many years hence they shall",lay waste mine enemies; and not many years hence they,
157272,94362,0.71036,Doctrine and Covenants 127:12,Doctrine and Covenants,10983,5154.0,48,https://wilfordwoodruffpapers.org/documents/427b58ae-a851-466b-b24b-b08f6835a7c2/page/6cdf9e1d-019c-495e-b7ac-0e308b3e41aa,1,President of the Church of Jesus Christ of Latter day,"Lord, prophet and seer of The Church of Jesus Christ of Latter-day Saints.",1880-10-10
157272,94551,0.71287,Doctrine and Covenants 128:21,Doctrine and Covenants,10983,5154.0,48,https://wilfordwoodruffpapers.org/documents/427b58ae-a851-466b-b24b-b08f6835a7c2/page/6cdf9e1d-019c-495e-b7ac-0e308b3e41aa,1,President of the Church of Jesus Christ of Latter day,tribulations of this Church of Jesus Christ of Latter-day Saints!,1880-10-10
157309,2387,0.71416,Genesis 41:11,Old Testament,10984,5154.0,428,https://wilfordwoodruffpapers.org/documents/d193556e-716f-4f41-a0a9-6122a3fec4bd/page/148e4be5-eecd-4de4-9a7a-86e3cffa3864,1,had the following Dream in the night I dreamed the,"And we dreamed a dream in one night, I and",1885-03-05|1885-03-06
157361,89127,0.74686,Doctrine and Covenants 55:1,Doctrine and Covenants,10986,5154.0,68,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/6d709237-a307-4cbe-b86d-2d9855ef4b40,1,Thus saith the Lord Unto my servant John Taylor 1808,"Behold, thus saith the Lord unto you, my servant William,",
157361,89860,0.77068,Doctrine and Covenants 66:1,Doctrine and Covenants,10986,5154.0,68,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/6d709237-a307-4cbe-b86d-2d9855ef4b40,1,Thus saith the Lord Unto my servant John Taylor 1808,"Behold, thus saith the Lord unto my servant William E.",
157361,90200,0.724,Doctrine and Covenants 75:13,Doctrine and Covenants,10986,5154.0,68,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/6d709237-a307-4cbe-b86d-2d9855ef4b40,1,Thus saith the Lord Unto my servant John Taylor 1808,"And again, verily thus saith the Lord, let my servant",
157361,90639,0.77452,Doctrine and Covenants 80:1,Doctrine and Covenants,10986,5154.0,68,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/6d709237-a307-4cbe-b86d-2d9855ef4b40,1,Thus saith the Lord Unto my servant John Taylor 1808,"Verily, thus saith the Lord unto you my servant Stephen",
157361,92007,0.7119,Doctrine and Covenants 99:1,Doctrine and Covenants,10986,5154.0,68,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/6d709237-a307-4cbe-b86d-2d9855ef4b40,1,Thus saith the Lord Unto my servant John Taylor 1808,"Behold, thus saith the Lord unto my servant John Murdock--thou",
157361,93058,0.79853,Doctrine and Covenants 108:1,Doctrine and Covenants,10986,5154.0,68,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/6d709237-a307-4cbe-b86d-2d9855ef4b40,1,Thus saith the Lord Unto my servant John Taylor 1808,"Verily thus saith the Lord unto you, my servant Lyman:",
157361,93348,0.81053,Doctrine and Covenants 112:1,Doctrine and Covenants,10986,5154.0,68,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/6d709237-a307-4cbe-b86d-2d9855ef4b40,1,Thus saith the Lord Unto my servant John Taylor 1808,Verily thus saith the Lord unto you my servant Thomas:,
157361,93476,0.82152,Doctrine and Covenants 115:1,Doctrine and Covenants,10986,5154.0,68,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/6d709237-a307-4cbe-b86d-2d9855ef4b40,1,Thus saith the Lord Unto my servant John Taylor 1808,"Verily thus saith the Lord unto you, my servant Joseph",
157361,93520,0.7493,Doctrine and Covenants 117:1,Doctrine and Covenants,10986,5154.0,68,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/6d709237-a307-4cbe-b86d-2d9855ef4b40,1,Thus saith the Lord Unto my servant John Taylor 1808,"Verily thus saith the Lord unto my servant William Marks,",
157361,93811,0.82152,Doctrine and Covenants 124:1,Doctrine and Covenants,10986,5154.0,68,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/6d709237-a307-4cbe-b86d-2d9855ef4b40,1,Thus saith the Lord Unto my servant John Taylor 1808,"Verily, thus saith the Lord unto you, my servant Joseph",
157361,94672,0.82152,Doctrine and Covenants 132:1,Doctrine and Covenants,10986,5154.0,68,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/6d709237-a307-4cbe-b86d-2d9855ef4b40,1,Thus saith the Lord Unto my servant John Taylor 1808,"Verily, thus saith the Lord unto you my servant Joseph,",
157362,89017,0.70952,Doctrine and Covenants 52:8,Doctrine and Covenants,10986,5154.0,68,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/6d709237-a307-4cbe-b86d-2d9855ef4b40,1,and my servant Wilford Woodruff and my servant Orson Pratt,"And also my servant John Murdock, and my servant Hyrum",
157362,90245,0.71848,Doctrine and Covenants 75:31,Doctrine and Covenants,10986,5154.0,68,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/6d709237-a307-4cbe-b86d-2d9855ef4b40,1,and my servant Wilford Woodruff and my servant Orson Pratt,And also my servant Ezra Thayre and my servant Thomas B. Marsh;,
157362,92484,0.76204,Doctrine and Covenants 103:40,Doctrine and Covenants,10986,5154.0,68,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/6d709237-a307-4cbe-b86d-2d9855ef4b40,1,and my servant Wilford Woodruff and my servant Orson Pratt,Let my servant Orson Hyde journey with my servant Orson,
157362,93396,0.71372,Doctrine and Covenants 112:17,Doctrine and Covenants,10986,5154.0,68,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/6d709237-a307-4cbe-b86d-2d9855ef4b40,1,and my servant Wilford Woodruff and my servant Orson Pratt,"of the kingdom in all places where my servant Joseph, and my servant Sidney, and my servant Hyrum, cannot come;",
157362,93578,0.71693,Doctrine and Covenants 118:6,Doctrine and Covenants,10986,5154.0,68,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/6d709237-a307-4cbe-b86d-2d9855ef4b40,1,and my servant Wilford Woodruff and my servant Orson Pratt,"Let my servant John Taylor, and also my servant John",
157362,93884,0.77789,Doctrine and Covenants 124:22,Doctrine and Covenants,10986,5154.0,68,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/6d709237-a307-4cbe-b86d-2d9855ef4b40,1,and my servant Wilford Woodruff and my servant Orson Pratt,"Let my servant George, and my servant Lyman, and my",
157362,94020,0.70469,Doctrine and Covenants 124:62,Doctrine and Covenants,10986,5154.0,68,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/6d709237-a307-4cbe-b86d-2d9855ef4b40,1,and my servant Wilford Woodruff and my servant Orson Pratt,"Miller, and my servant Lyman Wight, and my servant John",
157362,94043,0.70357,Doctrine and Covenants 124:70,Doctrine and Covenants,10986,5154.0,68,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/6d709237-a307-4cbe-b86d-2d9855ef4b40,1,and my servant Wilford Woodruff and my servant Orson Pratt,"George Miller, and my servant Lyman Wight, and my servant",
157362,94152,0.72972,Doctrine and Covenants 124:102,Doctrine and Covenants,10986,5154.0,68,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/6d709237-a307-4cbe-b86d-2d9855ef4b40,1,and my servant Wilford Woodruff and my servant Orson Pratt,"store for my servant William, and my servant Hyrum, and",
157368,67761,0.71256,2 Nephi 33:1,Book of Mormon,10986,5154.0,68,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/6d709237-a307-4cbe-b86d-2d9855ef4b40,1,been moved upon by the power of the Holy Ghost,the power of the Holy Ghost the power of the,
157498,89524,0.74309,Doctrine and Covenants 61:18,Doctrine and Covenants,10991,5154.0,69,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/9ded4bb2-037f-4ecf-bbb3-655136271934,1,say unto you mine Apostles I say unto my servants,"I say unto one I say unto all, that you",
157498,90155,0.71007,Doctrine and Covenants 73:3,Doctrine and Covenants,10991,5154.0,69,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/9ded4bb2-037f-4ecf-bbb3-655136271934,1,say unto you mine Apostles I say unto my servants,"Now, verily I say unto you my servants, Joseph Smith,",
157498,90867,0.71623,Doctrine and Covenants 84:64,Doctrine and Covenants,10991,5154.0,69,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/9ded4bb2-037f-4ecf-bbb3-655136271934,1,say unto you mine Apostles I say unto my servants,"Therefore, as I said unto mine apostles I say unto",
157498,93385,0.72696,Doctrine and Covenants 112:14,Doctrine and Covenants,10991,5154.0,69,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/9ded4bb2-037f-4ecf-bbb3-655136271934,1,say unto you mine Apostles I say unto my servants,"Now, I say unto you, and what I say unto",
157639,92455,0.85469,Doctrine and Covenants 103:27,Doctrine and Covenants,10996,5154.0,70,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/3e5ee3d2-665c-4e77-a152-12512ef9fe2a,2,4 Man be afraid to lay down his life for my sake for He that layeth down his life for,Let no man be afraid to lay down his life for my sake; for whoso layeth down his life for my sake shall find it again.,
157642,88491,0.71312,Doctrine and Covenants 43:26,Doctrine and Covenants,10996,5154.0,70,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/3e5ee3d2-665c-4e77-a152-12512ef9fe2a,1,"the wrath of mine indignation is full, and I will","Behold, the day has come, when the cup of the wrath of mine indignation is full.",
157650,48406,0.72011,Haggai 2:23,Old Testament,10996,5154.0,70,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/3e5ee3d2-665c-4e77-a152-12512ef9fe2a,1,will burn them up Saith the Lord of Hosts. As,"In that day, saith the Lord of hosts, will I",
157650,87658,0.76931,Doctrine and Covenants 29:9,Doctrine and Covenants,10996,5154.0,70,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/3e5ee3d2-665c-4e77-a152-12512ef9fe2a,1,will burn them up Saith the Lord of Hosts. As,"I will burn them up, saith the Lord of Hosts, that wickedness shall not be upon the earth;",
157655,90934,0.76356,Doctrine and Covenants 84:95,Doctrine and Covenants,10996,5154.0,70,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/3e5ee3d2-665c-4e77-a152-12512ef9fe2a,1,"say again wo unto that Nation or House or people,","Wo, I say again, unto that house, or that village",
157660,36522,0.78092,Isaiah 22:25,Old Testament,10996,5154.0,70,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/3e5ee3d2-665c-4e77-a152-12512ef9fe2a,1,shall be damned saith the Lord of Hosts and shall,"In that day, saith the Lord of hosts, shall the",
157660,48510,0.70766,Zechariah 3:10,Old Testament,10996,5154.0,70,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/3e5ee3d2-665c-4e77-a152-12512ef9fe2a,1,shall be damned saith the Lord of Hosts and shall,"In that day, saith the Lord of hosts, shall ye",
157660,49076,0.76095,Malachi 3:17,Old Testament,10996,5154.0,70,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/3e5ee3d2-665c-4e77-a152-12512ef9fe2a,1,shall be damned saith the Lord of Hosts and shall,"And they shall be mine, saith the Lord of hosts,",
157660,49090,0.73732,Malachi 4:3,Old Testament,10996,5154.0,70,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/3e5ee3d2-665c-4e77-a152-12512ef9fe2a,1,shall be damned saith the Lord of Hosts and shall,"day that I shall do this, saith the Lord of hosts.",
157660,82934,0.76095,3 Nephi 24:17,Book of Mormon,10996,5154.0,70,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/3e5ee3d2-665c-4e77-a152-12512ef9fe2a,1,shall be damned saith the Lord of Hosts and shall,"And they shall be mine, saith the Lord of Hosts,",
157660,82948,0.73732,3 Nephi 25:3,Book of Mormon,10996,5154.0,70,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/3e5ee3d2-665c-4e77-a152-12512ef9fe2a,1,shall be damned saith the Lord of Hosts and shall,"day that I shall do this, saith the Lord of Hosts.",
157821,50568,0.93918,Matthew 24:35,New Testament,11002,5154.0,71,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/914d1e62-b81b-4715-a879-4b65a47f7d24,1,"Pass away my words shall not pass away, but shall","Heaven and earth shall pass away, but my words shall not pass away.",
157821,51861,0.93918,Mark 13:31,New Testament,11002,5154.0,71,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/914d1e62-b81b-4715-a879-4b65a47f7d24,1,"Pass away my words shall not pass away, but shall",Heaven and earth shall pass away: but my words shall not pass away.,
157821,53828,0.93918,Luke 21:33,New Testament,11002,5154.0,71,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/914d1e62-b81b-4715-a879-4b65a47f7d24,1,"Pass away my words shall not pass away, but shall",Heaven and earth shall pass away: but my words shall not pass away.,
157821,86353,0.86137,Doctrine and Covenants 1:38,Doctrine and Covenants,11002,5154.0,71,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/914d1e62-b81b-4715-a879-4b65a47f7d24,1,"Pass away my words shall not pass away, but shall","earth pass away, my word shall not pass away, but",
157821,89175,0.81845,Doctrine and Covenants 56:11,Doctrine and Covenants,11002,5154.0,71,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/914d1e62-b81b-4715-a879-4b65a47f7d24,1,"Pass away my words shall not pass away, but shall","And though the heaven and the earth pass away, these words shall not pass away, but shall be fulfilled.",
157821,97167,0.89857,Joseph Smith--Matthew 1:35,Pearl of Great Price,11002,5154.0,71,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/914d1e62-b81b-4715-a879-4b65a47f7d24,1,"Pass away my words shall not pass away, but shall","pass away; yet my words shall not pass away, but all shall be fulfilled.",
157828,89621,0.7159,Doctrine and Covenants 63:14,Doctrine and Covenants,11002,5154.0,71,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/914d1e62-b81b-4715-a879-4b65a47f7d24,1,name among you who are Adulterers and Adulteresses and those,There were among you adulterers and adulteresses; some of whom,
158033,93685,0.79042,Doctrine and Covenants 121:36,Doctrine and Covenants,11009,5154.0,72,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/baf223d3-5eea-4f39-aea5-fdcd08987007,1,of the Priesthood are inseparably connected with the Powers of,That the rights of the priesthood are inseparably connected with,
158035,93687,0.75544,Doctrine and Covenants 121:36,Doctrine and Covenants,11009,5154.0,72,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/baf223d3-5eea-4f39-aea5-fdcd08987007,1,"nor handled only upon the principles of Righteousness, such should",cannot be controlled nor handled only upon the principles of righteousness.,
158045,87645,0.70068,Doctrine and Covenants 29:5,Doctrine and Covenants,11009,5154.0,72,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/baf223d3-5eea-4f39-aea5-fdcd08987007,1,am your Advocate with the Father I have given mine,"in your midst, and am your advocate with the Father;",
158097,94119,0.70282,Doctrine and Covenants 124:91,Doctrine and Covenants,11012,5154.0,73,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/a9c601ff-4687-493c-80c5-615cf5a420af,1,The blood of my servant Joseph Smith Jr. and Hyrum,"servant Joseph, in the room of my servant Hyrum, that",
158104,86289,0.70939,Doctrine and Covenants 1:9,Doctrine and Covenants,11012,5154.0,73,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/a9c601ff-4687-493c-80c5-615cf5a420af,1,be poured out without measure upon the wicked. But Harken,the wrath of God shall be poured out upon the wicked without measure--,
158196,93336,0.76781,Doctrine and Covenants 111:4,Doctrine and Covenants,11015,5154.0,83,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/19cf44c4-bf5b-4b35-a2f4-b060d66c6b08,1,our Enemies that they shall not have power over the,"shall have power over it, insomuch that they shall not",1881-01-01|1881-01-02|1881-01-03
158483,36876,0.7065,Isaiah 30:15,Old Testament,11023,5154.0,75,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/8df47e78-88b1-4da9-9596-07fdc9336444,1,one man. For thus saith the Lord All of mine,"For thus saith the Lord God, the Holy One of",
158488,50041,0.73833,Matthew 16:18,New Testament,11023,5154.0,75,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/8df47e78-88b1-4da9-9596-07fdc9336444,1,And the Gates of Hell shall not prevail against you,and upon this rock I will build my church; and the gates of hell shall not prevail against it.,
158488,86850,0.82514,Doctrine and Covenants 10:69,Doctrine and Covenants,11023,5154.0,75,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/8df47e78-88b1-4da9-9596-07fdc9336444,1,And the Gates of Hell shall not prevail against you,"upon my rock, and the gates of hell shall not prevail against them.",
158488,87018,0.77747,Doctrine and Covenants 18:5,Doctrine and Covenants,11023,5154.0,75,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/8df47e78-88b1-4da9-9596-07fdc9336444,1,And the Gates of Hell shall not prevail against you,"foundation of my gospel and my rock, the gates of hell shall not prevail against you.",
158488,91942,0.76499,Doctrine and Covenants 98:22,Doctrine and Covenants,11023,5154.0,75,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/8df47e78-88b1-4da9-9596-07fdc9336444,1,And the Gates of Hell shall not prevail against you,"away all wrath and indignation from you, and the gates of hell shall not prevail against you.",
158488,94453,0.79332,Doctrine and Covenants 128:10,Doctrine and Covenants,11023,5154.0,75,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/8df47e78-88b1-4da9-9596-07fdc9336444,1,And the Gates of Hell shall not prevail against you,of hell shall not prevail against it. And I will,
158536,87384,0.73177,Doctrine and Covenants 21:1,Doctrine and Covenants,11026,5154.0,52,https://wilfordwoodruffpapers.org/documents/427b58ae-a851-466b-b24b-b08f6835a7c2/page/d779b26a-2d4e-4542-8cc2-7aa281435615,1,you an Apostle in the Church of Jesus Christ of,"a prophet, an apostle of Jesus Christ, an elder of",1880-10-27
158549,81965,0.70155,3 Nephi 12:13,Book of Mormon,11026,5154.0,52,https://wilfordwoodruffpapers.org/documents/427b58ae-a851-466b-b24b-b08f6835a7c2/page/d779b26a-2d4e-4542-8cc2-7aa281435615,1,you. And we say unto you The Eyes of God,"Verily, verily, I say unto you, I give unto you",1880-10-27
158549,81970,0.70155,3 Nephi 12:14,Book of Mormon,11026,5154.0,52,https://wilfordwoodruffpapers.org/documents/427b58ae-a851-466b-b24b-b08f6835a7c2/page/d779b26a-2d4e-4542-8cc2-7aa281435615,1,you. And we say unto you The Eyes of God,"Verily, verily, I say unto you, I give unto you",1880-10-27
158549,82717,0.71047,3 Nephi 21:1,Book of Mormon,11026,5154.0,52,https://wilfordwoodruffpapers.org/documents/427b58ae-a851-466b-b24b-b08f6835a7c2/page/d779b26a-2d4e-4542-8cc2-7aa281435615,1,you. And we say unto you The Eyes of God,"And verily I say unto you, I give unto you",1880-10-27
158689,62802,0.71881,Revelation 16:14,New Testament,11030,5154.0,76,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/bf34559f-f399-40c2-8646-4920d59dbcc7,1,to go forth unto the Nations of the Earth^ unto,go forth unto the kings of the earth and of,
158701,19965,0.71237,1 Kings 2:5,Old Testament,11030,5154.0,76,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/bf34559f-f399-40c2-8646-4920d59dbcc7,1,"to no man, as thou knowest, for thou knowest all",Moreover thou knowest also what Joab the son of Zeruiah,
158701,20070,0.75991,1 Kings 2:44,Old Testament,11030,5154.0,76,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/bf34559f-f399-40c2-8646-4920d59dbcc7,1,"to no man, as thou knowest, for thou knowest all","The king said moreover to Shimei, Thou knowest all the",
158701,20556,0.75798,1 Kings 8:39,Old Testament,11030,5154.0,76,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/bf34559f-f399-40c2-8646-4920d59dbcc7,1,"to no man, as thou knowest, for thou knowest all","ways, whose heart thou knowest; (for thou, even thou only, knowest the hearts of all the children of men;)",
158701,25773,0.76605,2 Chronicles 6:30,Old Testament,11030,5154.0,76,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/bf34559f-f399-40c2-8646-4920d59dbcc7,1,"to no man, as thou knowest, for thou knowest all",whose heart thou knowest; (for thou only knowest the hearts of the children of men:),
158701,35346,0.71558,Ecclesiastes 11:5,Old Testament,11030,5154.0,76,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/bf34559f-f399-40c2-8646-4920d59dbcc7,1,"to no man, as thou knowest, for thou knowest all",As thou knowest not what is the way of the,
158701,55573,0.84827,John 21:17,New Testament,11030,5154.0,76,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/bf34559f-f399-40c2-8646-4920d59dbcc7,1,"to no man, as thou knowest, for thou knowest all","said unto him, Lord, thou knowest all things; thou knowest",
